Table_Number,Year,Measure,Age,Sex,Indigenous_Status,CS_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
8A.18,2013-14,Assaults in custody,Adults,All people,All people,Prison,,Assaults in custody,Rate per 100 prisoners,Prisoner on prisoner,Assault,,Derived from State and territory governments (unpublished),rate,14.2,11.86,5.2,7.48,9.46,5.08,5.43,2.86,
8A.18,2013-14,Assaults in custody,Adults,All people,All people,Prison,,Assaults in custody,Rate per 100 prisoners,Prisoner on officer,Serious assault,,Derived from State and territory governments (unpublished),rate,0,0.05,0.06,0.18,0,0,0,0,
8A.18,2013-14,Assaults in custody,Adults,All people,All people,Prison,,Assaults in custody,Rate per 100 prisoners,Prisoner on officer,Assault,,Derived from State and territory governments (unpublished),rate,0.55,1.98,0.34,1.93,0.42,0.64,0.6,0.2,
8A.19,2022-23,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Net operating expenditure,Open plus periodic detention,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,257.39,338.77,197.27,414.8,209.06,413.04,224.93,na,283.75
8A.19,2022-23,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Net operating expenditure,Secure,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,312.71,408.87,255.04,310.08,242.53,485.85,549.19,na,313.47
8A.19,2022-23,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Net operating expenditure,Total net operating expenditure,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,298.33,400.95,251.09,325.17,239.82,484.04,543.19,235.51,305.5
8A.19,2022-23,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Capital costs,User cost of capital,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,90.88,65.6,61.14,59.82,71.76,99.6,102.4,10.29,69.97
8A.19,2022-23,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Capital costs,Land,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,4.82,6.92,4.43,3.09,14.08,1.43,3.77,0.29,5.2
8A.19,2022-23,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Capital costs,Other assets,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,86.06,58.68,56.72,56.72,57.68,98.17,98.63,10,64.77
8A.19,2022-23,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Capital costs,Debt servicing fees,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,5.69,24.81,0,8.31,..,..,0,65.45,10.1
8A.19,2022-23,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Capital costs,Depreciation,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,42.93,44.93,40.35,17.97,18.79,36.94,74.19,18.77,36.05
8A.19,2022-23,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Capital costs,Total capital costs,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,139.5,135.34,101.49,86.1,90.54,136.54,176.59,94.52,116.12
8A.19,2022-23,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Total net operating expenditure and capital costs,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,437.83,536.29,352.58,411.27,330.36,620.59,719.78,330.03,421.63
8A.19,2022-23,Real net recurrent expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Recurrent expenditure; per day,Per offender,Net operating expenditure,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,20.32,51.5,22.52,37.4,25.09,27.89,85.63,65.24,28.07
8A.19,2022-23,Real net recurrent expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Recurrent expenditure; per day,Per offender,Capital costs,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,0.65,3.92,0.52,0.87,1.13,0.47,0,0.47,1.08
8A.19,2022-23,Real net recurrent expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Recurrent expenditure; per day,Per offender,Total net operating expenditure and capital costs,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,20.97,55.42,23.04,38.27,26.22,28.36,85.63,65.71,29.15
8A.19,2021-22,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Net operating expenditure,Open plus periodic detention,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,265.62,404.45,186.95,376.07,179.14,393.71,1610.96,na,286.9
8A.19,2021-22,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Net operating expenditure,Secure,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,309,426.29,254.88,296.67,239.34,450.66,540.88,na,313.59
8A.19,2021-22,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Net operating expenditure,Total net operating expenditure,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,297.92,424.23,250.06,308.71,234.08,448.87,542.81,233.63,306.23
8A.19,2021-22,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Capital costs,User cost of capital,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,91.95,64.35,66,50.47,61.57,102.78,106.66,11.86,69.37
8A.19,2021-22,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Capital costs,Land,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,4.6,7.02,4.58,2.57,11.25,1.48,3.91,0.4,4.92
8A.19,2021-22,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Capital costs,Other assets,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,87.35,57.33,61.42,47.91,50.32,101.3,102.75,11.46,64.45
8A.19,2021-22,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Capital costs,Debt servicing fees,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,7.27,25.82,0,8.72,0,..,0,73.94,11.15
8A.19,2021-22,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Capital costs,Depreciation,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,41.7,43.78,39.37,17.26,19.11,30.74,57.69,22.1,35.13
8A.19,2021-22,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Capital costs,Total capital costs,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,140.92,133.95,105.37,76.45,80.68,133.52,164.35,107.91,115.65
8A.19,2021-22,Real net recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Recurrent expenditure; per day,Per prisoner,Total net operating expenditure and capital costs,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,438.84,558.18,355.43,385.16,314.76,582.39,707.16,341.54,421.87
8A.19,2021-22,Real net recurrent expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Recurrent expenditure; per day,Per offender,Net operating expenditure,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,19.58,69.85,20.65,36.41,23.71,24.5,65.81,64.37,28.5
8A.19,2021-22,Real net recurrent expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Recurrent expenditure; per day,Per offender,Capital costs,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,0.65,6.12,0.46,0.88,1.05,0.21,0,0.37,1.26
8A.19,2021-22,Real net recurrent expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Recurrent expenditure; per day,Per offender,Total net operating expenditure and capital costs,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,20.23,75.96,21.11,37.29,24.76,24.71,65.81,64.74,29.75
8A.20,2022-23,Real net operating expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real net operating expenditure; per day,Per prisoner,including periodic detainees,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,298.33,400.95,251.09,325.17,239.82,484.04,543.19,235.51,305.5
8A.20,2022-23,Real net operating expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Real net operating expenditure; per day,Per offender,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,20.32,51.5,22.52,37.4,25.09,27.89,85.63,65.24,28.07
8A.20,2021-22,Real net operating expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real net operating expenditure; per day,Per prisoner,including periodic detainees,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,297.92,424.23,250.06,308.71,234.08,448.87,542.81,233.63,306.23
8A.20,2021-22,Real net operating expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Real net operating expenditure; per day,Per offender,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,19.58,69.85,20.65,36.41,23.71,24.5,65.81,64.37,28.5
8A.20,2020-21,Real net operating expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real net operating expenditure; per day,Per prisoner,including periodic detainees,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,272.05,402.13,220.59,302.55,234.26,409.61,478.67,249.29,287.78
8A.20,2020-21,Real net operating expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Real net operating expenditure; per day,Per offender,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,17.33,73.56,20.91,35.93,28.18,24.86,45.87,66.31,27.97
8A.20,2019-20,Real net operating expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real net operating expenditure; per day,Per prisoner,including periodic detainees,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,235.05,348.55,222.06,278.74,254.53,360.6,453.19,246.44,266.35
8A.20,2019-20,Real net operating expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Real net operating expenditure; per day,Per offender,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,20.75,50.48,18.51,36.26,25.04,23.38,41.2,61.86,27
8A.20,2018-19,Real net operating expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real net operating expenditure; per day,Per prisoner,including periodic detainees,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,216.97,349.34,207.85,262.26,268.22,343.21,330.34,232.22,254.27
8A.20,2018-19,Real net operating expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Real net operating expenditure; per day,Per offender,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,27.93,44.27,16.06,31.51,27.07,22.69,45.01,54.41,28.3
8A.20,2017-18,Real net operating expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real net operating expenditure; per day,Per prisoner,including periodic detainees,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,204.79,364.67,204.45,271.63,257.52,343.62,378.25,232.66,252.22
8A.20,2017-18,Real net operating expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Real net operating expenditure; per day,Per offender,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,25.2,36.48,15.53,36.95,23.45,18.07,41.4,55.32,26.15
8A.20,2016-17,Real net operating expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real net operating expenditure; per day,Per prisoner,including periodic detainees,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,197.48,347.57,209.23,270.61,239.77,338.89,361.35,233.78,245.88
