Table_Number,Year,Measure,Age,Sex,Indigenous_Status,Service_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
17A.23,2021-22,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Number of,Nights in custody,,,All people,,State and territory governments (unpublished),no.,68172,44129,100852,41452,11575,3276,4515,18589,292560
17A.23,2021-22,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Rate (per 10000 custody nights) of,Escapes,,,All people,,Derived from State and territory governments (unpublished),rate,0,0,0,0,0,0,0,0,0
17A.23,2021-22,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Number of,Escapes,,,All people,,State and territory governments (unpublished),no.,0,0,0,1,0,0,0,0,1
17A.23,2021-22,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Number of,Periods of escorted movements,,,All people,,State and territory governments (unpublished),no.,194,828,427,3158,93,241,27,0,4968
17A.23,2021-22,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Rate (per 10000 escorted movements) of,Escapes,,,All people,,Derived from State and territory governments (unpublished),rate,0,0,0,3.2,0,0,0,..,2
17A.23,2020-21,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Number of,Escapes,,,All people,,State and territory governments (unpublished),no.,0,0,0,0,0,np,0,0,0
17A.23,2020-21,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Number of,Nights in custody,,,All people,,State and territory governments (unpublished),no.,73494,59688,83669,37348,9498,3361,3244,11484,281786
17A.23,2020-21,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Rate (per 10000 custody nights) of,Escapes,,,All people,,Derived from State and territory governments (unpublished),rate,0,0,0,0,0,np,0,0,0
17A.23,2020-21,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Number of,Escapes,,,All people,,State and territory governments (unpublished),no.,2,0,0,0,0,0,0,0,2
17A.23,2020-21,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Number of,Periods of escorted movements,,,All people,,State and territory governments (unpublished),no.,346,760,339,0,91,199,43,0,1778
17A.23,2020-21,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Rate (per 10000 escorted movements) of,Escapes,,,All people,,Derived from State and territory governments (unpublished),rate,57.8,0,0,..,0,0,0,..,11.2
17A.23,2019-20,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Number of,Escapes,,,All people,,State and territory governments (unpublished),no.,0,0,0,0,0,0,0,1,1
17A.23,2019-20,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Number of,Nights in custody,,,All people,,State and territory governments (unpublished),no.,91882,67803,73253,39056,12620,5636,5615,8843,304708
17A.23,2019-20,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Rate (per 10000 custody nights) of,Escapes,,,All people,,Derived from State and territory governments (unpublished),rate,0,0,0,0,0,0,0,1.1,0
17A.23,2019-20,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Number of,Escapes,,,All people,,State and territory governments (unpublished),no.,1,0,0,0,0,np,1,4,6
17A.23,2019-20,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Number of,Periods of escorted movements,,,All people,,State and territory governments (unpublished),no.,2041,879,340,0,101,415,45,900,4721
17A.23,2019-20,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Rate (per 10000 escorted movements) of,Escapes,,,All people,,Derived from State and territory governments (unpublished),rate,4.9,0,0,..,0,np,222.2,44.4,13.9
17A.23,2018-19,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Number of,Escapes,,,All people,,State and territory governments (unpublished),no.,1,0,0,0,0,0,0,3,4
17A.23,2018-19,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Number of,Nights in custody,,,All people,,State and territory governments (unpublished),no.,96602,69763,77885,48862,14313,4185,3999,12792,328401
17A.23,2018-19,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Rate (per 10000 custody nights) of,Escapes,,,All people,,Derived from State and territory governments (unpublished),rate,0.1,0,0,0,0,0,0,2.3,0.1
17A.23,2018-19,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Number of,Escapes,,,All people,,State and territory governments (unpublished),no.,1,1,1,0,0,0,0,2,5
17A.23,2018-19,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Number of,Periods of escorted movements,,,All people,,State and territory governments (unpublished),no.,2575,1219,385,0,168,359,44,815,5565
17A.23,2018-19,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Rate (per 10000 escorted movements) of,Escapes,,,All people,,Derived from State and territory governments (unpublished),rate,3.9,8.2,26,..,0,0,0,24.5,9
17A.23,2017-18,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Number of,Escapes,,,All people,,State and territory governments (unpublished),no.,2,0,0,0,0,0,0,1,3
17A.23,2017-18,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Number of,Nights in custody,,,All people,,State and territory governments (unpublished),no.,104448,74193,73366,54192,16200,4149,5379,14274,346201
17A.23,2017-18,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Rate (per 10000 custody nights) of,Escapes,,,All people,,Derived from State and territory governments (unpublished),rate,0.2,0,0,0,0,0,0,0.7,0.1
17A.23,2017-18,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Number of,Escapes,,,All people,,State and territory governments (unpublished),no.,2,0,0,0,0,0,0,2,4
17A.23,2017-18,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Number of,Periods of escorted movements,,,All people,,State and territory governments (unpublished),no.,2660,1535,252,0,203,467,30,536,5683
17A.23,2017-18,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Rate (per 10000 escorted movements) of,Escapes,,,All people,,Derived from State and territory governments (unpublished),rate,7.5,0,0,..,0,0,0,37.3,7
17A.23,2016-17,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Number of,Escapes,,,All people,,State and territory governments (unpublished),no.,0,18,0,0,0,0,0,7,25
17A.23,2016-17,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Number of,Nights in custody,,,All people,,State and territory governments (unpublished),no.,99582,69414,65051,51833,17647,3914,3936,13636,325013
17A.23,2016-17,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Rate (per 10000 custody nights) of,Escapes,,,All people,,Derived from State and territory governments (unpublished),rate,0,2.6,0,0,0,0,0,5.1,0.8
17A.23,2016-17,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Number of,Escapes,,,All people,,State and territory governments (unpublished),no.,0,0,0,0,0,0,0,0,0
17A.23,2016-17,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Number of,Periods of escorted movements,,,All people,,State and territory governments (unpublished),no.,2678,1419,237,na,168,515,55,738,5810
17A.23,2016-17,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Rate (per 10000 escorted movements) of,Escapes,,,All people,,Derived from State and territory governments (unpublished),rate,0,0,0,na,0,0,0,0,0
